"id","docid","title","pubdate","type","author","majlang","collection_id","url"
1,"000058333_2","Varieties in Prose","1893-01-01",NULL,"Allingham, William","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000058333-02"
2,"000116525_1","Nelly Armstrong: a story of the day. By the author of “Rose Douglas” [i.e. S. R. Whitehead]","1853-01-01",NULL,"Armstrong, Nelly","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000116525-01"
3,"000116525_2","Nelly Armstrong: a story of the day. By the author of “Rose Douglas” [i.e. S. R. Whitehead]","1853-01-01",NULL,"Armstrong, Nelly","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000116525-02"
4,"000155010","Braes o' Balquhidder. A novel","1896-01-01",NULL,"Aytoun, Douglas","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000155010"
5,"000171405","England from a Back-Window; with views of Scotland and Ireland","1879-01-01",NULL,"Bailey, James Montgomery","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000171405"
6,"000240159","Secretar. Founded on the story of the Casket Letters","1897-01-01",NULL,"Beatty, W.","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000240159"
7,"000247793","A Tour in Tartan-Land","1863-01-01",NULL,"Bede, Cuthbert","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000247793"
8,"000300859_1","Story of a Stolen Heir. A novel","1858-01-01",NULL,"Bertram, James Glass","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000300859-01"
9,"000300859_2","Story of a Stolen Heir. A novel","1858-01-01",NULL,"Bertram, James Glass","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000300859-02"
10,"000300859_3","Story of a Stolen Heir. A novel","1858-01-01",NULL,"Bertram, James Glass","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000300859-03"
11,"000495295","Early Travellers in Scotland. Edited by P. Hume Brown. [With maps.]","1891-01-01",NULL,"Brown, Peter Hume","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000495295"
12,"000582149","House of Achendaroch. An old maid's story","1878-01-01",NULL,"Cameron, Mary Emily","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000582149"
13,"000584472","Deilie Jock","1897-01-01",NULL,"Campbell, C. M.","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000584472"
14,"000638170","Hanleys; or, Wheels within wheels",NULL,NULL,"Caumont, Mary","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000638170"
15,"000652638","Renegade. A novel","1895-01-01",NULL,"Chalmers, James","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000652638"
16,"000736158","Abroad. Journal of a tour through Great Britain and on the Continent","1868-01-01",NULL,"Coghill, James Henry","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000736158"
17,"000741438","Curly. An actor's story, related by J. Coleman, etc","1885-01-01",NULL,"Coleman, John","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000741438"
18,"000753498","A Bit of the Tartan; or, Two fragments of romance","1895-01-01",NULL,"Colquhoun, Frances Mary","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000753498"
19,"000772835","A Holiday Tour in Europe. Described in a series of letters written for The Public Ledger, etc","1879-01-01",NULL,"Cook, Joel","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000772835"
20,"000784543","A Knight Templar abroad; or, Reminiscences of travel beyond the sea","1885-01-01",NULL,"Cord, W. Harlan","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000784543"
21,"000805687","In the Western Highlands of Scotland, and holiday notes at Scarborough","1890-01-01",NULL,"Cowley, Percy Tunnicliff","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000805687"
22,"000821608","The Black Douglas ... Second impression.","1899-01-01",NULL,"Crockett, Samuel Rutherford","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000821608"
23,"000821611","Bog-Myrtle and Peat. Tales, chiefly of Galloway, gathered from the years 1889 to 1895","1895-01-01",NULL,"Crockett, Samuel Rutherford","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000821611"
24,"000821617","Cleg Kelly, Arab of the City","1896-01-01",NULL,"Crockett, Samuel Rutherford","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000821617"
25,"000821642","Lilac Sunbonnet","1894-01-01",NULL,"Crockett, Samuel Rutherford","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000821642"
26,"000821679","Stickit Minister, and some common men","1893-01-01",NULL,"Crockett, Samuel Rutherford","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000821679"
27,"000874104","Miss Armstrong's, and other circumstances. [Tales.]","1896-01-01",NULL,"Davidson, John","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000874104"
28,"000929531","Cleekim Inn. A tale of smuggling in the '45","1896-01-01",NULL,"Dibdin, James C.","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000929531"
29,"000935263","Letters from Paris and other Cities of France, Holland, &c. written during a tour and residence in these countries, in the years, 1816, 17, 18, 19, and 20, with remarks on the conduct of the Ultra-Royalists since the Restoration","1821-01-01",NULL,"Didier, Franklin James","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000935263"
30,"000976404","Bloom of Faded Years. [A novel.]","1896-01-01",NULL,"Downe, Walmer","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000976404"
31,"000976405","By Shamrock and Heather. [A tale.]","1898-01-01",NULL,"Downe, Walmer","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000976405"
32,"000977501","A Duet, with an occasional chorus. [A tale.]","1899-01-01",NULL,"Doyle, Arthur Conan","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000977501"
33,"001014168","Observations in Europe, principally in France and Great Britain",NULL,NULL,"Durbin, John Price","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001014168"
34,"001187143","Sparks from a Locomotive; or Life and Liberty in Europe. By the author of “Belle Brittan's Letters.” [The dedication signed, H. F., i.e. H. Fuller.]","1859-01-01",NULL,"Fuller, Hiram","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001187143"
35,"001335326","Night-Lights. Shadows from a doctor's reading-lamp","1895-01-01",NULL,"Frost, Arthur Broadfield","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001335326"
36,"001345638","A Traveller's Notes, in Scotland, Belgium, Devonshire, the Channel Islands, the Mediterranean, France, Somersetshire, Cornwall, the Scilly Isles, Wilts, and Dorsetshire, in 1866. [By H. G.]","1867-01-01",NULL,"G., H.","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001345638"
37,"001417265","Rambles in Europe in 1839. With sketches of prominent surgeons, physicians, medical schools, hospitals, literary personages, scenery, etc","1841-01-01",NULL,"Gibson, William","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001417265"
38,"001436878","World: round it and over it ... letters ... With illustrations ... Second edition","1881-01-01",NULL,"Glass, Chester","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001436878"
39,"001488161","Jane Seton: or, the Kings Advocate. A Scottish historical romance","1853-01-01",NULL,"Grant, James","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001488161"
40,"001488209","Romance of War ... New edition",NULL,NULL,"Grant, James","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001488209"
41,"001521307","Kriegspiel: the War-Game. [A novel.]","1896-01-01",NULL,"Groome, Francis Hindes","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001521307"
42,"001538563","Over the Ocean; or, Sights and Scenes in Foreign Lands","1871-01-01",NULL,"Guild, Curtis","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001538563"
43,"001564114","Here and there in the Home Land. England, Scotland and Ireland as seen by a Canadian. ... Profusely illustrated","1895-01-01",NULL,"Haight, Canniff","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001564114"
44,"001593909","Within a mile o' Edinburgh Town","1886-01-01",NULL,"Hardy, Robina F.","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001593909"
45,"001595457","A Voyage round Great Britain; with short views of Aberdeen, Balmoral, ... Fécamp, Havre and Paris","1884-01-01",NULL,"Hargreaves, Thomas","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001595457"
46,"001623346_2","Passages from the English Note-books of Nathaniel Hawthorne. [Edited by S. H., i.e. Sophia Hawthorne.]","1870-01-01",NULL,"Hawthorne, Nathaniel","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001623346-02"
47,"001680261","Notes by the Way; or, what I saw in my rambles","1890-01-01",NULL,"Higginson, H. Talbot","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001680261"
48,"001766267","Great Britain, France and Belgium: a short tour in 1835","1838-01-01",NULL,"Humphrey, Heman","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001766267"
49,"001772207","A brief account of a tour through some parts of Scotland","1839-01-01",NULL,"Hunter, Robert","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001772207"
50,"000106976","Diary of an Overland Journey from Bombay to England, and of a year's residence in Great Britain","1840-01-01",NULL,"Khurshed-ji, Ardsher","eng",1,"https://historicaltexts.jisc.ac.uk/bl-000106976"
51,"001975511","Tours in Scotland 1677 & 1681. By T. Kirk and R. Thoresby. Edited by P. Hume Brown","1892-01-01",NULL,"Kirk, Thomas","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001975511"
52,"001999307","Travels in Scotland: translated from the German. With notes by the translator [John Kesson]","1844-01-01",NULL,"Kohl, Johann Georg","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001999307"
53,"002059679","Recollections of a Visit to Glasgow with the British Archæological Associations, August 27th to September 5th, 1888. With notes","1891-01-01",NULL,"Lambert, George","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002059679"
54,"002122199","A second series of Curious storied traditions of Scottish life","1861-01-01",NULL,"Leighton, Alexander","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002122199"
55,"002122202","Mysterious Legends of Edinburgh, etc","1864-01-01",NULL,"Leighton, Alexander","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002122202"
56,"002201974","New North Church, Edinburgh","1893-01-01",NULL,"Livingston, Josiah","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002201974"
57,"002201975","Our Street. Memories of Buccleuch Place","1893-01-01",NULL,"Livingston, Josiah","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002201975"
58,"002315194","Brought to Bay; or, Experiences of a City Detective","1878-01-01",NULL,"Macgovan, James","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002315194"
59,"002315201","Solved Mysteries; or, Revelations of a City Detective",NULL,NULL,"Macgovan, James","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002315201"
60,"002315203","Traced and Tracked; or, Memoirs of a City Detective, etc","1884-01-01",NULL,"Macgovan, James","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002315203"
61,"002327477","Journal of a Residence in Scotland, and Tour through England, France, Germany, Switzerland and Italy. With a memoir of the author and extracts from his religious papers. ... Compiled by I. MacLellan, Jr","1834-01-01",NULL,"Maclellan, Henry B.","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002327477"
62,"002377152","Ruth Farmer. A story","1896-01-01",NULL,"Marchbank, Agnes","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002377152"
63,"002454894_2","Queen's Maries. A romance of Holyrood","1862-01-01",NULL,"Melville, George John Whyte","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002454894-02"
64,"002525206","Provost-Marshal: a romance of the middle shires","1896-01-01",NULL,"Moncreiff, Frederick Charles","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002525206"
65,"002547751","Over-Sea; or, England, France and Scotland as seen by a live American ... With numerous illustrations, etc","1867-01-01",NULL,"Morford, Henry","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002547751"
66,"002557311","Rambles in Europe ... With historical facts relating to Scotch-American families, gathered in Scotland and the North of Ireland ... Illustrated","1888-01-01",NULL,"Morrison, Leonard Allison","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002557311"
67,"002690995","Out of her Shroud. [A novel.]","1897-01-01",NULL,"Ochiltree, Henry","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002690995"
68,"002709091","Story of Maurice Lestrange. Being an account of his travels and adventures in Scotland during the year 1765. [A tale.]","1896-01-01",NULL,"Omond, George William Thomson","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002709091"
69,"001315204","Fraud and Friendship; or the orphan and the foundling of the King's printing-house. An Edinburgh tale. By the author of “Jessie Melville,” etc. [David Pae.]","1857-01-01",NULL,"Pae, David","eng",1,"https://historicaltexts.jisc.ac.uk/bl-001315204"
70,"002927158","White House at Inch Gow, etc. [A tale.]","1891-01-01",NULL,"Pitt, Sarah","eng",1,"https://historicaltexts.jisc.ac.uk/bl-002927158"
71,"003036186_1","Andrew Ramsay, of Errol. [A novel.] By the author of “John Arnold” [i.e. William Wilson, Minister at Etal.]","1865-01-01",NULL,"Ramsay, Andrew","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003036186-01"
72,"003048570_1","Aground in the Shallows. A novel","1879-01-01",NULL,"Ray, Catherine","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003048570-01"
73,"003051818","Christie Johnstone. A novel.","1857-01-01",NULL,"Reade, Charles","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003051818"
74,"003065635","Art Rambles in the Highlands and Islands of Scotland ... With ... sketches, etc","1878-01-01",NULL,"Reid, John T.","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003065635"
75,"003135275","Journal of a Summer Tour in the Perthshire and Inverness-shire Highlands","1898-01-01",NULL,"Roger, James Cruikshank","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003135275"
76,"003193748","Reminiscences of Yarrow. Edited and annotated by ... Professor Veitch, LL.D. Illustrated by Tom Scott ... Second edition","1894-01-01",NULL,"Russell, James","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003193748"
82,"003318070","Tales of a Grandfather ... [ser. 1-3.] With notes","1865-01-01",NULL,"Scott, Walter","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003318070"
83,"003318480","Bonnie Hills o'Hame, and other gems. [Verses.]",NULL,NULL,"Scott, William","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003318480"
84,"003344036","Robert Urquhart. [A novel.]","1896-01-01",NULL,"Setoun, Gabriel","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003344036"
85,"003386359_1","Haco the Dreamer: a tale of Scotch University life","1884-01-01",NULL,"Sime, William","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003386359-01"
86,"003386359_2","Haco the Dreamer: a tale of Scotch University life","1884-01-01",NULL,"Sime, William","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003386359-02"
87,"003410436","By Adverse Winds. [A novel.]","1895-01-01",NULL,"Smeaton, William Henry Oliphant","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003410436"
88,"003410448","Our Laddie","1897-01-01",NULL,"Smeaton, William Henry Oliphant","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003410448"
89,"003412905_1","A Summer in Skye","1865-01-01",NULL,"Smith, Alexander","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003412905-01"
90,"003495507","Cruciform Mark. The strange story of Richard Tregenna, etc","1896-01-01",NULL,"Stephens, Riccardo","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003495507"
91,"003501018_21","Works of R. L. Stevenson. (Edinburgh edition.) [Edited by Sidney Colvin.]","1894-01-01",NULL,"Stevenson, Robert Louis","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003501018-21"
92,"003501018_22","Works of R. L. Stevenson. (Edinburgh edition.) [Edited by Sidney Colvin.]","1894-01-01",NULL,"Stevenson, Robert Louis","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003501018-22"
93,"003501018_26","Works of R. L. Stevenson. (Edinburgh edition.) [Edited by Sidney Colvin.]","1894-01-01",NULL,"Stevenson, Robert Louis","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003501018-26"
94,"003501018_27","Works of R. L. Stevenson. (Edinburgh edition.) [Edited by Sidney Colvin.]","1894-01-01",NULL,"Stevenson, Robert Louis","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003501018-27"
95,"003501737","Weir of Hermiston. An unfinished romance. [With an editorial note signed, S. C., i.e. Sidney Colvin.]","1896-01-01",NULL,"Stevenson, Robert Louis","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003501737"
96,"003523139","More Bits from Blinkbonny. ... Second edition","1885-01-01",NULL,"Strathesk, John","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003523139"
97,"003602234","Rambles in the Old World","1894-01-01",NULL,"Terry, Milton Spenser","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003602234"
98,"003645357","Scotland Picturesque and Traditional. A pilgrimage with staff and knapsack","1895-01-01",NULL,"Todd, George Eyre","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003645357"
99,"003670521","Scotland, its faith and its features; or, a Visit to Blair Athol","1846-01-01",NULL,"Trench, Francis","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003670521"
100,"003700249","The Diamond Rose: a life of love and duty.","1890-01-01",NULL,"Tytler, Sarah","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003700249"
101,"003700282","Lady Jean's Son. A novel","1897-01-01",NULL,"Tytler, Sarah","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003700282"
102,"003834480","A Question of Penmanship. Stories","1893-01-01",NULL,"Walford, Lucy Bethia","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003834480"
103,"003852156_2","His Dearest Wish. A novel","1883-01-01",NULL,"Ware, Mary Clementina Hibbert","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003852156-02"
104,"003902198","A journal of a residence ... in London; including excursions through various parts of England; and a short tour in France and Scotland; in the years 1823 and 1824","1830-01-01",NULL,"Wheaton, Nathaniel Sheldon","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003902198"
105,"003920348","Penelope's Progress, etc. [A tale] chapters 8-11","1897-01-01",NULL,"Wiggin, Kate Douglas Smith","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003920348"
106,"003943634","Memorials of Edinburgh in the olden time","1848-01-01",NULL,"Wilson, Daniel","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003943634"
107,"003952456","Children's fairy geography, or a merry trip round Europe","1879-01-01",NULL,"Winslow, Forbes Edward","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003952456"
108,"003954016","Gray Days and Gold ... New edition, revised, with illustrations","1896-01-01",NULL,"Winter, William","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003954016"
109,"003957144_1","Lucy, Francis and Cousin Bill. A novel, etc","1892-01-01",NULL,"Wistan, Aden","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003957144-01"
110,"003957144_2","Lucy, Francis and Cousin Bill. A novel, etc","1892-01-01",NULL,"Wistan, Aden","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003957144-02"
111,"003957144_3","Lucy, Francis and Cousin Bill. A novel, etc","1892-01-01",NULL,"Wistan, Aden","eng",1,"https://historicaltexts.jisc.ac.uk/bl-003957144-03"
112,"yale.39002012672938","Summer in Scotland /","1848-01-01","Book","Abbott, Jacob","eng",2,"http://babel.hathitrust.org/cgi/pt?id=yale.39002012672938"
113,"loc.ark:/13960/t1jh43m8w","A summer in Scotland.","1848-01-01","Book","Abbott, Jacob","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t1jh43m8w"
114,"uc2.ark:/13960/t0cv4c542","Greyfriars Bobby,","1912-01-01","Book","Atkinson, Eleanor (Stackhouse)","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t0cv4c542"
115,"yale.39002089541321","The historical works of Sir James Balfour.","1824-01-01","Book","Balfour, James","eng",2,"http://babel.hathitrust.org/cgi/pt?id=yale.39002089541321"
116,"uc2.ark:/13960/t85h7dm4b","To arms! :","1898-01-01","Book","Balfour, Andrew","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t85h7dm4b"
117,"uc2.ark:/13960/t7xk8hn0q","Forty years on the stage :","1914-01-01","Book","Barnes, J. H.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t7xk8hn0q"
118,"uc2.ark:/13960/t2r49gj1d","The lone house,","1893-01-01","Book","Barr, Amelia Edith Huddleston","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t2r49gj1d"
119,"uc2.ark:/13960/t3319sn1t","Winter evening tales.","1896-01-01","Book","Barr, Amelia Edith Huddleston","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t3319sn1t"
120,"uc2.ark:/13960/t29885g9m","An Edinburgh eleven;","1892-01-01","Book","Barrie, J. M.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t29885g9m"
121,"loc.ark:/13960/t3902n24v","A holiday in bed, and other sketches.","1892-01-01","Book","Barrie, J. M.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t3902n24v"
122,"uc2.ark:/13960/t4vh5rk4c","The little minister,","1898-01-01","Book","Barrie, J. M.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t4vh5rk4c"
123,"uc2.ark:/13960/t5s75990c","Auld licht idylls.","1898-01-01","Book","Barrie, J. M.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t5s75990c"
124,"loc.ark:/13960/t1bk2243v","Notes of foreign travel.","1891-01-01","Book","Bates, James Hale","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t1bk2243v"
125,"loc.ark:/13960/t39z9p074","""Beatty's tour in Europe,"" in ""foreign lands,"" or ""Europe as I saw it,""","1880-01-01","Book","Beatty, Daniel F.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t39z9p074"
126,"loc.ark:/13960/t0rr2c15c","What the Duchess and I saw in Europe;","1896-01-01","Book","Beauchamp, Lou J.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t0rr2c15c"
127,"uc2.ark:/13960/t9d50j38j","The cage /","1911-01-01","Book","Begbie, Harold","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t9d50j38j"
128,"uc2.ark:/13960/t9m32s062","Forging his chains.","1888-01-01","Book","Bidwell, George","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t9m32s062"
129,"uc2.ark:/13960/t6qz2497f","'Broken stowage',","1922-01-01","Book","Bone, David W.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t6qz2497f"
130,"uc2.ark:/13960/t6g15zw7n","The life of Samuel Johnson, LL. D. :","1830-01-01","Book","Boswell, James","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t6g15zw7n"
131,"loc.ark:/13960/t8kd2rc5m","The journal of a tour to the Hebrides, with Samuel Johnson, L.L.D. /","1810-01-01","Book","Boswell, James","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t8kd2rc5m"
132,"yale.39002007555320","Journal of a tour through the Highlands of Scotland during the summer of MDCCCXXIX.","1830-01-01","Book","Botfield, Beriah","eng",2,"http://babel.hathitrust.org/cgi/pt?id=yale.39002007555320"
133,"uc2.ark:/13960/t11n8b459","St. Andrews and elsewhere;","1894-01-01","Book","Boyd, Andrew Kennedy Hutchison","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t11n8b459"
134,"uc2.ark:/13960/t76t0n51f","The world's best essays, from the earliest period to the present time;","1900-01-01","Book","Brewer, David J.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t76t0n51f"
135,"loc.ark:/13960/t9b57f46t","Murmurings from rugged waters.","1901-01-01","Book","Broomfield, James Polwarth","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t9b57f46t"
136,"loc.ark:/13960/t4sj2ch2j","Spare hours...","1862-01-01","Book","Brown, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t4sj2ch2j"
137,"loc.ark:/13960/t5cc1wp1z","Spare hours...","1866-01-01","Book","Brown, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t5cc1wp1z"
138,"uiuo.ark:/13960/t6k07pc12","London, or, A month at Steven's /","1819-01-01","Book","Brown, Thomas","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uiuo.ark:/13960/t6k07pc12"
139,"loc.ark:/13960/t7kp8g06m","Rab and his friends.","1859-01-01","Book","Brown, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t7kp8g06m"
140,"uc2.ark:/13960/t8rb71q8m","The house with the green shutters,","1902-01-01","Book","Brown, George Douglas","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t8rb71q8m"
141,"loc.ark:/13960/t21c2hw6z","Sights and sensations in Europe :","1871-01-01","Book","Browne, Junius Henri","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t21c2hw6z"
142,"loc.ark:/13960/t7wm1zj7h","The battle of the Somme,","1917-01-01","Book","Buchan, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t7wm1zj7h"
143,"loc.ark:/13960/t53f58520","Two months in Europe;","1879-01-01","Book","Burchard, O. R.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t53f58520"
144,"loc.ark:/13960/t3dz0sk61","Sylvander and Clarinda;","1917-01-01","Book","Burns, Robert","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t3dz0sk61"
145,"loc.ark:/13960/t4pk0xn8h","The complete poetical and prose works of Robert Burns:","1859-01-01","Book","Burns, Robert","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t4pk0xn8h"
146,"uc2.ark:/13960/t4hm5619x","Narratives from criminal trials in Scotland.","1852-01-01","Book","Burton, John Hill","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t4hm5619x"
147,"loc.ark:/13960/t89g65d86","A bachelor's rambles through the British Isles.","1895-01-01","Book","Butler, Charles J.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t89g65d86"
148,"uc2.ark:/13960/t56d5wx1d","A journey from Edinburgh through parts of North Britain:","1802-01-01","Book","Campbell, Alexander","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t56d5wx1d"
149,"loc.ark:/13960/t0gt63t91","Letters and memorials of Jane Welsh Carlyle.","1883-01-01","Book","Carlyle, Jane Welsh","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t0gt63t91"
150,"loc.ark:/13960/t6543cq8b","Reminiscences","1881-01-01","Book","Carlyle, Thomas","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t6543cq8b"
151,"uc2.ark:/13960/t9j38s62g","Autobiography of the Rev. Dr. Alexander Carlyle, Minister of Inveresk,","1860-01-01","Book","Carlyle, Alexander","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t9j38s62g"
152,"loc.ark:/13960/t3zs38015","An American four-in-hand in Britain /","1883-01-01","Book","Carnegie, Andrew","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t3zs38015"
153,"uc2.ark:/13960/t7xk8b66q","Our coaching trip,","1882-01-01","Book","Carnegie, Andrew","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t7xk8b66q"
