id,text,lat,lon,sector
258,Linlithgow,55.97748,-3.585477,Outside Edinburgh
442,Argyle Place,55.939,-3.1915,South Central
443,Regent Street,55.9533,-3.1115,Portobello/Craigmillar
450,Assembly Rooms,56.001808,-2.51397,Outside Edinburgh
498,Buckstone,55.9099122,-3.2113993,South Central
526,Stockbridge,55.957963,-3.2094115,Inverleith
527,Danube Street,55.9568,-3.212,Inverleith
528,Princes Street,55.9511,-3.2014,New Town
535,Swanston,55.8956657,-3.2181884,Pentlands
537,Market Street,55.942721,-3.066249,Outside Edinburgh
538,Heriot Row,55.9553,-3.2023,New Town
539,Moray Place,55.9541541,-3.2090472,New Town
540,Broughton Place,55.9587,-3.1887,Outside Edinburgh
544,Cauldhame Farm,55.961776,-3.583041,Outside Edinburgh
547,Muirend,55.9217611,-3.4451248,Outside Edinburgh
551,Frederick Street,55.9529,-3.2004,New Town
552,Queen Street,55.9546,-3.2002,New Town
555,Cowgate,55.9487,-3.1876,Old Town
556,Prince's Street,55.9511,-3.2014,New Town
564,Canongate,55.9523547,-3.1761031,Canongate
567,Princes Street,55.9518,-3.1985,New Town
571,Niddry Mains,55.959562,-3.448216,Outside Edinburgh
584,Royal Scottish Academy,55.9518634,-3.1964118,New Town
587,Edina,55.949428,-3.192704,Old Town
686,Haymarket,55.9443862,-3.2187438,South West
691,Leith Walk,55.9618,-3.1804,Leith
694,Edinburgh Academy,55.960711,-3.205462,Inverleith
700,West End,55.9528781,-3.2107041,New Town
714,Embro,55.949428,-3.192704,Old Town
727,Crichton,55.83847,-2.959602,Outside Edinburgh
759,Arthur's Seat,55.94194,-3.153004,Craigentinny/Duddingston
764,Dunedin,55.949428,-3.192704,Old Town
765,Queen's Arms,55.9536518,-3.2005421,New Town
901,Duke's Head,55.9701199,-3.1699843,Leith
948,Edinburgh Castle,55.94867,-3.200924,Old Town
949,Tolbooth,55.949616,-3.191541,Old Town
956,Leith Street,55.9549,-3.1869,New Town
957,Market Street,55.9427,-3.0619,Outside Edinburgh
993,Gordon Arms,55.9516823,-3.2039774,New Town
1013,The Causeway,55.9424,-3.1471,Craigentinny/Duddingston
1068,Carberry,55.9179514,-3.0268543,Outside Edinburgh
1076,Nor Loch,55.950135,-3.200252,New Town
1077,Lawnmarket,55.9493,-3.1936,Old Town
1078,West Bow,55.9482,-3.1945,Old Town
1079,Cowgate,55.948,-3.1927,Old Town
1083,Bristo Port,55.9466,-3.1903,Old Town
1084,Grassmarket,55.946734,-3.19771,Old Town
1085,Black Turnpike,55.949964,-3.187993,Old Town
1087,St. Giles',55.9493396,-3.1905294,Old Town
1090,Tron,55.949965,-3.187833,Old Town
1092,Potterrow,55.9461,-3.189,Old Town
1093,Greyfriars,55.9468,-3.1914,Old Town
1101,Dalkeith,55.8943342,-3.0713975,Outside Edinburgh
1102,Little France,55.9176624,-3.1333676,Liberton/Gilmerton
1104,Haddington,55.952639,-2.800838,Outside Edinburgh
1105,Craigmillar,55.9337616,-3.1381701,Portobello/Craigmillar
1108,Musselburgh,55.942872,-3.048641,Outside Edinburgh
1123,Port of Leith,55.9793856,-3.1695676,Leith
1127,Gladhouse,55.7782,-3.116596,Outside Edinburgh
1137,Dechmont,55.920625,-3.540907,Outside Edinburgh
1145,Linlithgow,55.976671,-3.585444,Outside Edinburgh
1148,Niddrie,55.9313817,-3.1221785,Portobello/Craigmillar
1151,Drylaw,55.9628377,-3.2540411,Inverleith
1156,Kirkgate,55.895221,-3.307136,Pentlands
1166,Roslin,55.8573318,-3.1674351,Outside Edinburgh
1169,Queen's Theatre,55.955951,-3.187664,New Town
1199,Prestonpans,55.955002,-2.994515,Outside Edinburgh
1200,Portobello,55.9528635,-3.1145573,Portobello/Craigmillar
1202,Arthur's Seat,55.943718,-3.154978,Craigentinny/Duddingston
1205,George Hotel,55.9538896,-3.1964354,New Town
1206,George Square,55.9442,-3.1893,South Central
1214,The George Hotel,55.9538896,-3.1964354,New Town
1235,Union Bank of Scotland,55.951246,-3.10828,Portobello/Craigmillar
1257,Ann Street,55.9564,-3.213,Inverleith
1258,Jamaica Street,55.956,-3.2026,New Town
1296,Botanic Gardens,55.96203,-3.185319,Leith
1308,Boghall,55.8733672,-3.2096192,Outside Edinburgh
1341,Cameron House,55.9328829,-3.1583611,South Central
1344,Arden House,55.945446,-3.0390881,Outside Edinburgh
1359,Merchiston,55.9358753,-3.2171502,South Central
1440,The Mound,55.9518983,-3.1974195,New Town
1443,Nor' Loch,55.950135,-3.200252,New Town
1444,Moray House,55.9497277,-3.179842,Canongate
1445,Salisbury Crags,55.944379,-3.17069,Craigentinny/Duddingston
1450,Old Tolbooth,55.949616,-3.191541,Old Town
1452,West Bow,55.947819,-3.196094,Old Town
1453,Castle Terrace,55.9468801,-3.2026112,Outside Edinburgh
1454,Lothian Road,55.9476,-3.2062,Outside Edinburgh
1461,Parliament Hall,55.948839,-3.190969,Old Town
1469,Waterloo Place,55.9536,-3.1874,New Town
1473,Waverley Bridge,55.9518,-3.1918,New Town
1475,East Princes Street Gardens,55.9509254,-3.1948147,New Town
1476,West Princes Street Gardens,55.9494719,-3.2039863,New Town
1486,Romanes and Paterson,55.952661,-3.195219,New Town
1487,Newhaven,55.9804283,-3.1949192,Forth
1492,Fisherrow,55.943854,-3.059875,Outside Edinburgh
1497,Canonmills,55.9625,-3.1982,Inverleith
1498,Register House,55.953707,-3.189293,New Town
1501,North Leith,55.97757,-3.185795,Leith
1502,Lasswade,55.88295,-3.118962,Outside Edinburgh
1547,Roslin Chapel,55.855372,-3.15988,Outside Edinburgh
1549,Pentland,55.882923,-3.177727,Outside Edinburgh
1553,Melville Castle,55.890998,-3.104324,Outside Edinburgh
1558,Advocates' Library,55.94885,-3.191642,Old Town
1565,King's Hill,55.8597891,-3.2656503,Outside Edinburgh
1567,Roslin Castle,55.851836,-3.160334,Outside Edinburgh
1576,Wallace's Cave,55.8546891,-3.1540858,Outside Edinburgh
1577,Bilston,55.8700782,-3.1823023,Outside Edinburgh
1578,Blackford Hill,55.923034,-3.19453,South Central
1586,Guard Room,55.952601,-3.173452,Canongate
1587,Hawthornden Castle,55.8610314,-3.1419795,Outside Edinburgh
1593,Bruntsfield House,55.936555,-3.199349,South Central
1596,Sunnyside,55.9608,-3.1702,Leith
1599,University of Edinburgh,55.942677,-3.188891,South Central
1608,High Riggs,55.945334,-3.202102,Outside Edinburgh
1610,Ponton Street,55.9437,-3.2059,Outside Edinburgh
1611,Candlemaker Row,55.946951,-3.192865,Old Town
1615,Leith Walk,55.9705,-3.1719,Leith
1618,Ramsay House,55.956542,-3.239913,Inverleith
1619,Cramond,55.9705707,-3.3065489,Almond
1624,Calton,55.9561687,-3.1744939,Outside Edinburgh
1626,Writers' Court,55.949939,-3.190555,Old Town
1627,Blackford,55.9258059,-3.1900889,South Central
1628,North Loch,55.950135,-3.200252,New Town
1630,Braid Hills,55.9135184,-3.2013963,South Central
1631,Gibb's Close,55.950561,-3.183239,Old Town
1632,Waterloo Place,55.9536,-3.1854,Outside Edinburgh
1635,Brown's Close,55.9523,-3.1769,Canongate
1636,London Street,55.959,-3.1924,New Town
1639,Paul's Work,55.952685,-3.185354,New Town
1641,Corstorphine Hill,55.9534686,-3.2733947,Western Edinburgh
1645,Hunter's Bog,55.9478369,-3.1654679,Craigentinny/Duddingston
1659,Beechwood House,55.943947,-3.264409,Western Edinburgh
1661,Lothian Road,55.9475,-3.2061,Outside Edinburgh
1662,Randolph Crescent,55.951934,-3.211707,Outside Edinburgh
1663,Ramsay House,55.976952,-3.192122,Forth
1666,Bruntsfield,55.9366176,-3.2073772,South Central
1667,Barnton,55.9588104,-3.2992912,Western Edinburgh
1671,Gorgie,55.93574,-3.2414663,South West
1673,Queensferry Street,55.9514,-3.211,Outside Edinburgh
1674,Hanover Street,55.9535,-3.1973,New Town
1675,Cumberland Street,55.9586,-3.2,New Town
1678,Colinton,55.908095,-3.253874,Pentlands
1680,Duddingston,55.9440662,-3.1371653,Craigentinny/Duddingston
1685,Habbie's Howe,55.842957,-3.300606,Outside Edinburgh
1706,Bedford Street,55.9584,-3.2143,Inverleith
1710,Cafe Royal,55.95385,-3.190459,New Town
1724,Union Canal,55.9651,-3.642215,Outside Edinburgh
1749,Whitekirk,56.016525,-2.631951,Outside Edinburgh
1752,Linlithgow,55.975533,-3.603987,Outside Edinburgh
1861,Linlithgow Palace,55.97801,-3.60143,Outside Edinburgh
1871,Balm Well,55.9028966,-3.1642422,Liberton/Gilmerton
1878,Dunglass,55.938675,-2.376166,Outside Edinburgh
1879,Haddington,55.947523,-2.786161,Outside Edinburgh
1902,St Giles,55.9493396,-3.1905294,Old Town
1941,Glenesk,55.85802,-3.077091,Outside Edinburgh
1960,Gosford,55.998517,-2.885,Outside Edinburgh
1963,Auldhame,56.05391,-2.640719,Outside Edinburgh
1977,Innerwick,55.952674,-2.440967,Outside Edinburgh
2007,Morrison's Haven,55.952803,-3.004676,Outside Edinburgh
2008,Newbattle Abbey,55.880379,-3.070581,Outside Edinburgh
2023,South Inch,55.884483,-3.619255,Outside Edinburgh
2094,Arthur's Seat,55.9441043,-3.1618477,Craigentinny/Duddingston
2109,Kirkliston,55.9557628,-3.4019771,Almond
2110,St Giles's,55.9493396,-3.1905294,Old Town
2112,Restalrig,55.9613749,-3.1476473,Craigentinny/Duddingston
2114,Pinkie House,55.943492,-3.044447,Outside Edinburgh
2117,Hailes Castle,55.973222,-2.683287,Outside Edinburgh
2118,East Linton,55.986292,-2.655837,Outside Edinburgh
2130,Bass Rock,56.076542,-2.640983,Outside Edinburgh
2133,Edinburgh Castle,55.948645,-3.200732,Old Town
2144,University of Edinburgh,55.94739,-3.181893,South Central
2167,Scottish Parliament,55.951976,-3.175371,Canongate
2170,Edinburg,55.949428,-3.192704,Old Town
2176,Physic Garden,55.951584,-3.187722,Old Town
2178,County Buildings,55.976428,-3.600771,Outside Edinburgh
2212,Roslin,55.863625,-3.167939,Outside Edinburgh
2222,Charlotte Square,55.9522329,-3.2070063,New Town
2240,Leith Docks,55.978479,-3.167761,Leith
2246,Dalmeny,55.9820556,-3.3744684,Almond
2250,Leith Walk,55.9602,-3.1824,Leith
2252,Hill Street,55.9534,-3.2024,New Town
2253,Glasgow Road,55.9422,-3.2968,Western Edinburgh
2271,Albany Street,55.9573,-3.1911,New Town
2305,Leith Walk,55.961534,-3.180819,Leith
2321,York Lane,55.957,-3.1896,New Town
2332,Salisbury Crags,55.946807,-3.170443,Craigentinny/Duddingston
2347,Edinboro,55.949428,-3.192704,Old Town
2348,Newington,55.9393149,-3.1808547,South Central
2352,Traprain Law,55.960291,-2.678782,Outside Edinburgh
2353,Newington Road,55.9382,-3.1787,South Central
2381,Broad Wynd,55.9756,-3.1697,Leith
2382,Grassmarket,55.947546,-3.196406,Old Town
2389,Waters' Close,55.9754,-3.1702,Leith
2444,Caledonia Hotel,55.823452,-3.716441,Outside Edinburgh
2450,Chapel Royal,55.953068,-3.171544,Canongate
2458,Canongate Tolbooth,55.951472,-3.179895,Canongate
2462,George Hotel,55.954151,-3.196338,New Town
2772,Union Hotel,55.950142,-3.188159,Old Town
2844,Leith Walk,55.9586,-3.1836,Outside Edinburgh
2861,Edinburgh Academy,55.960699,-3.20394,Inverleith
2888,Nicolson Street,55.9451,-3.1841,South Central
2896,St Giles',55.9493396,-3.1905294,Old Town
2897,Princes Street Gardens,55.9497435,-3.2019502,New Town
2898,Princes Street,55.9526,-3.193,New Town
2899,South Bridge,55.9487,-3.1868,Old Town
2900,Liberton,55.9130118,-3.1662543,Liberton/Gilmerton
2929,Ivy Cottage,55.932513,-3.655836,Outside Edinburgh
2937,The Grosvenor,55.949853,-3.2092931,Outside Edinburgh
2998,Linlithgow Palace,55.978079,-3.600952,Outside Edinburgh
3002,Holyrood Abbey,55.953122,-3.171594,Canongate
3003,St. Giles' Cathedral,55.9493396,-3.1905294,Old Town
3004,Queen's Drive,55.9515,-3.1664,Craigentinny/Duddingston
3006,Lasswade,55.8834098,-3.1141952,Outside Edinburgh
3008,Rockville,56.016483,-2.72457,Outside Edinburgh
3275,York Lodge,55.977335,-3.202646,Forth
3314,Lord Nelson,55.9738045,-3.1858283,Leith
3320,Parliament Square,55.9495,-3.1902,Old Town
3429,Broughton,55.9614308,-3.1873332,Leith
3567,National Monument,55.9549011,-3.1820043,Outside Edinburgh
3571,Craigmillar Castle,55.9256551,-3.1407527,Portobello/Craigmillar
3574,Crown Room,55.948182,-3.199372,Old Town
3581,Castle Hill,55.9489,-3.1954,Old Town
3583,Netherbow,55.950621,-3.184278,Old Town
3588,Baxter's Close,55.949496,-3.193648,Old Town
3595,Dunbar's Close,55.951718,-3.17879,Canongate
3596,Anchor Close,55.950306,-3.189765,Old Town
3597,Strichen's Close,55.950159,-3.186398,Old Town
3601,Abbey Sanctuary,55.952857,-3.173892,Canongate
3605,Holyrood Chapel,55.948675,-3.191156,Old Town
3613,Rosslyn Chapel,55.8554078,-3.160139,Outside Edinburgh
3621,George Square,55.943878,-3.190096,Outside Edinburgh
3663,Municipal Buildings,55.892902,-3.071869,Outside Edinburgh
3664,Martyrs' Monument,55.9475111,-3.1927863,Old Town
3715,Douglas House,55.951187,-3.220957,Inverleith
3723,Crichton Castle,55.839474,-2.991563,Outside Edinburgh
3725,Moorfoot,55.758855,-3.119389,Outside Edinburgh
3728,Nether Hill,55.9425607,-3.1620707,Craigentinny/Duddingston
3730,David's Tower,55.948309,-3.199216,Old Town
3731,Pentland,55.872455,-3.184187,Outside Edinburgh
3861,Fisher's Tryst,55.8492587,-3.2007984,Outside Edinburgh
3870,Pleasance,55.9482,-3.1821,Old Town
3909,Newlands,55.888794,-2.690644,Outside Edinburgh
3918,Simon Square,55.9449,-3.1827,South Central
3919,Nicolson Square,55.9459,-3.1863,South Central
3937,Lugton,55.896145,-3.081218,Outside Edinburgh
3938,Mission School,55.943014,-3.181856,South Central
3943,Pleasance,55.9457,-3.1815,South Central
3944,Arthur Street,55.9652,-3.1776,Leith
3951,Samson's Ribs,55.9400959,-3.1641412,Craigentinny/Duddingston
3952,Duddingstone Loch,55.9410761,-3.1502924,Craigentinny/Duddingston
3955,Rankeillor Street,55.9426,-3.1809,South Central
3962,Simon Square,55.944811,-3.181911,South Central
3963,Lochend,55.9621503,-3.157605,Craigentinny/Duddingston
3970,South Side,55.9385275,-3.1736702,South Central
3974,Gilmerton,55.9061733,-3.1350085,Liberton/Gilmerton
3975,The Pleasance,56.006643,-2.866744,Outside Edinburgh
3982,Morrison Street,55.9462,-3.2155,Outside Edinburgh
3984,Melville Street,55.95,-3.2131,Outside Edinburgh
4000,Princes Street Station,55.949337,-3.208071,Outside Edinburgh
4040,Kirklands,55.9337,-3.2876,Western Edinburgh
4052,High Park,55.9588126,-3.3282508,Almond
4098,Sciennes,55.9377415,-3.1886981,South Central
4099,Bell's Wynd,55.949776,-3.188788,Old Town
4106,Kirk Loan,55.942286,-3.281166,Western Edinburgh
4138,Gifford Park,55.942,-3.1831,South Central
4167,Haymarket,55.9462,-3.2172,Outside Edinburgh
4177,Black Hill,55.8549326,-3.2982874,Outside Edinburgh
4182,Cramond Island,55.994752,-3.291174,Almond
4188,Scott's Close,55.948144,-3.190339,Old Town
4189,Nether Bow,55.950621,-3.184278,Old Town
4190,Tollcross,55.9444904,-3.2035205,Outside Edinburgh
4193,Barclay Church,55.940415,-3.203455,Outside Edinburgh
4194,Greyfriars Kirk,55.9466769,-3.1926782,Old Town
4430,Corstorphine Hill,55.952339,-3.282715,Western Edinburgh
4432,Drumsheugh Gardens,55.9511806,-3.2159617,Outside Edinburgh
4440,Comely Bank,55.9596268,-3.2188497,Inverleith
4447,Cramond Bridge,55.964429,-3.317991,Almond
4451,London Road,55.955261,-3.150517,Craigentinny/Duddingston
4453,The Auld Hoose,55.9435016,-3.1802683,South Central
4501,Warrender Park Terrace,55.9393,-3.1983,South Central
4503,St. Giles's Cathedral,55.9493396,-3.1905294,Old Town
4526,The Lindens,55.93041,-3.506769,Outside Edinburgh
4556,Agricultural Hall,55.941409,-3.202877,Outside Edinburgh
4562,Maybury,55.9418558,-3.3195986,Western Edinburgh
4616,The Town House,55.9410318,-3.2086108,Outside Edinburgh
4696,Freemasons' Hall,55.952276,-3.202478,New Town
4725,Blackburn,55.876219,-3.632658,Outside Edinburgh
4737,Regent Terrace,55.9546,-3.1766,Outside Edinburgh
4738,Jock's Lodge,55.9551513,-3.1497023,Craigentinny/Duddingston
4847,Burns Monument,55.9534904,-3.1782952,Outside Edinburgh
4908,Tree of Knowledge,55.9403956,-3.2150761,South West
4930,Board School,55.947279,-3.205365,Outside Edinburgh
4946,South Clerk Street,55.94,-3.1802,South Central
4968,Abercromby Place,55.9566,-3.1961,New Town
5107,Park Road,55.9785,-3.1963,Forth
5111,Charles Street,55.9447,-3.1878,South Central
5152,Royal Infirmary of Edinburgh,55.921925,-3.135095,Liberton/Gilmerton
5169,Newbattle Abbey,55.880649,-3.070524,Outside Edinburgh
5170,Melville Castle,55.894469,-3.091917,Outside Edinburgh
5185,Royal College of Physicians,55.954896,-3.196473,New Town
5187,Gillespie's Hospital,55.940094,-3.204982,Outside Edinburgh
5188,Royal Society of Edinburgh,55.953386,-3.196522,New Town
5195,Hermitage of Braid,55.9193911,-3.1912338,South Central
5203,Rutland Square,55.948988,-3.2090231,Outside Edinburgh
5218,Marlborough Street,55.9529,-3.1104,Portobello/Craigmillar
5219,William Street,55.9491,-3.2131,Outside Edinburgh
5235,Canon Street,55.962,-3.1984,Inverleith
5314,Bay of Bengal,55.9497825,-3.189168,Old Town
5346,Bowling Green,55.9734,-3.1782,Leith
5359,Signet Library,55.949139,-3.191539,Old Town
5361,Midlothian,55.833333,-3.083333,Outside Edinburgh
5362,The Old Tolbooth,55.949616,-3.191541,Old Town
5559,Queen's Road,55.9589,-3.248,Inverleith
5656,Netherbow Port,55.950621,-3.184278,Old Town
5713,Croft-An-Righ,55.9545,-3.1715,Outside Edinburgh
5714,Silvermills,55.9593,-3.2041,Inverleith
5726,Redford,55.9082164,-3.2464447,Pentlands
5741,Seafield,55.9657155,-3.1401622,Craigentinny/Duddingston
5777,Horse Wynd,55.9522,-3.1739,Canongate
5821,Greenlaw,55.897965,-2.814456,Outside Edinburgh
6049,Inch House,55.924991,-3.158966,South Central
6118,Inveresk,55.935359,-3.032894,Outside Edinburgh
6119,Abbeyhill,55.9517911,-3.1736045,Canongate
6179,Rutland Hotel,55.9498559,-3.207907,Outside Edinburgh
6194,Abbey Hotel,55.9567428,-3.1799413,Outside Edinburgh
6202,Abercorn,55.989794,-3.484182,Outside Edinburgh
6213,Old Bank,55.957363,-2.775982,Outside Edinburgh
6240,Surgeons' Hall,55.946741,-3.184916,South Central
6244,Gladstone Terrace,55.9387,-3.1853,South Central
6246,Palmerston Place,55.9483,-3.217,Outside Edinburgh
6253,East Mayfield,55.9344,-3.1714,South Central
6254,Little King Street,55.955082,-3.18831,New Town
6255,Park Terrace,55.9341,-3.0886,Portobello/Craigmillar
6258,Forrest Road,55.9458,-3.1911,Old Town
6260,Gilmore Place,55.9413,-3.208,Outside Edinburgh
6299,Canon Gate,55.9515,-3.1793,Canongate
6301,Queen Mary's Room,55.948067,-3.19924,Old Town
6309,Tollbooth,55.949616,-3.191541,Old Town
6310,Rosslyn Castle,55.8525274,-3.1599823,Outside Edinburgh
6385,Star and Garter Hotel,55.976629,-3.59634,Outside Edinburgh
6420,Riding School,55.944614,-3.183666,South Central
6577,Crown Hotel,55.986065,-2.656202,Outside Edinburgh
6641,London Road,55.957233,-3.177725,Outside Edinburgh
6650,The Peel,55.978749,-3.598511,Outside Edinburgh
6724,Moss Cottage,55.95355,-3.109884,Portobello/Craigmillar
6739,Royal Crescent,55.9598,-3.1964,Inverleith
6745,Victoria Street,55.9487,-3.1932,Old Town
6775,Northumberland Street,55.9568,-3.1994,New Town
6911,Bothwell Castle,55.957386,-2.77515,Outside Edinburgh
6915,Duke Street,55.9699,-3.1694,Leith
6956,Dreadnought Hotel,55.900528,-3.642668,Outside Edinburgh
6985,Slateford,55.9311484,-3.2398501,South West
6986,Cockburn Street,55.9506,-3.1898,Old Town
6987,Tron Church,55.949965,-3.187833,Old Town
6989,Lady Stair's Close,55.9499,-3.1938,Old Town
6991,Ramsay Lane,55.9493,-3.196,Old Town
6997,College Wynd,55.9485,-3.1882,Old Town
6999,Regent Road,55.9536,-3.1787,Outside Edinburgh
7002,Waterloo Place,55.9534,-3.1887,New Town
7003,Hope Street,55.9507,-3.2082,Outside Edinburgh
7004,Frederick Street,55.954238,-3.201257,New Town
7013,Dalhousie Castle,55.866645,-3.078257,Outside Edinburgh
7015,Borthwick Castle,55.826695,-3.007361,Outside Edinburgh
7016,Crichton,55.833146,-2.951009,Outside Edinburgh
7116,Bathgate,55.901341,-3.635633,Outside Edinburgh
7123,Waverley Market,55.952631,-3.190958,New Town
7125,Waverley Bridge,55.951727,-3.191506,New Town
7128,Liberton Brae,55.9157,-3.1666,Liberton/Gilmerton
7129,Duddingston Loch,55.9410761,-3.1502924,Craigentinny/Duddingston
7130,Dalkeith Road,55.9391,-3.1749,South Central
7131,The Doocot,55.966644,-3.251178,Inverleith
7140,Liberton Road,55.9205,-3.1675,Liberton/Gilmerton
7203,Victoria Dock,55.9796581,-3.1745847,Leith
7204,Douglas Hotel,55.954635,-3.191852,New Town
7211,Old Bridge,55.941361,-3.057245,Outside Edinburgh
7255,Arthur's Seat,55.942952,-3.160079,Craigentinny/Duddingston
7258,North Castle Street,55.9532,-3.2039,New Town
7259,Chester Street,55.9497,-3.2166,Outside Edinburgh
7260,Manor Place,55.949,-3.2158,Outside Edinburgh
7266,British Linen Bank,55.954234,-3.191439,New Town
7278,Star Hotel,55.898883,-3.699634,Outside Edinburgh
7281,Longstone,55.9240629,-3.2620446,South West
7360,Clifton Villa,55.974069,-3.176073,Leith
7366,Ashley Place,55.9698,-3.1849,Leith
7418,Parliament Square,55.949127,-3.19085,Old Town
7449,Palace Yard,55.948107,-3.199738,Old Town
7452,Bank Street,55.9495,-3.1927,Old Town
7454,Trinity,55.9758345,-3.2053897,Forth
7455,Queensberry House,55.9521569,-3.1757733,Canongate
7457,Duke's Walk,55.9539,-3.1591,Craigentinny/Duddingston
7462,Dalhousie Castle,55.862379,-3.09132,Outside Edinburgh
7526,Dominican Convent,55.937316,-3.185685,South Central
7657,Rest and Be Thankful,55.9477108,-3.2639521,Western Edinburgh
7761,Caledonian Hotel,55.949481,-3.207163,Outside Edinburgh
7883,District Court,55.977598,-3.600659,Outside Edinburgh
7904,West Lothian,55.916667,-3.5,Outside Edinburgh
7905,Palace of Holyrood House,55.9528587,-3.1703442,Canongate
7906,Royal Circus,55.9565,-3.2041,New Town
7907,Drummond Place,55.9582,-3.195,New Town
7933,Town House,55.9410318,-3.2086108,Outside Edinburgh
7977,Prince's Street,55.9518,-3.1985,New Town
7978,County Buildings,55.95513,-2.780934,Outside Edinburgh
8137,Skateraw,55.971939,-2.427744,Outside Edinburgh
8138,Broxmouth,55.988519,-2.480662,Outside Edinburgh
8146,Pinkie House,55.94247,-3.044147,Outside Edinburgh
8150,Seton,55.963502,-2.94187,Outside Edinburgh
8155,Hilltown,55.9197454,-3.1040176,Outside Edinburgh
8194,Ravelston,55.9519283,-3.2469759,Western Edinburgh
8221,Haddington,55.956506,-2.786343,Outside Edinburgh
8244,Morrison's Close,55.950427,-3.186566,Old Town
8245,Bakehouse Close,55.9509,-3.1788,Canongate
8384,Linlithgow,55.976389,-3.607228,Outside Edinburgh
8385,City Chambers,55.950282,-3.190357,Old Town
8413,Chapel Royal,55.952545,-3.171737,Canongate
8465,Castlehill,55.9489,-3.1954,Old Town
8492,Broomhill,55.8275485,-3.2260438,Outside Edinburgh
8496,Mayfield,55.9342921,-3.1739627,South Central
8498,Kirkliston,55.954176,-3.402737,Almond
8512,Ratho,55.9214987,-3.383414,Pentlands
8532,Jeffrey Street,55.950606,-3.186572,Old Town
8544,Dominican Monastery,55.975533,-3.603987,Outside Edinburgh
8588,Davidson's Mains,55.9659948,-3.2789422,Almond
8589,Inverleith Row,55.9669,-3.2049,Inverleith
8591,Huntly Street,55.9626,-3.1995,Inverleith
8592,Broughton Street,55.9578,-3.189,New Town
8597,Dumbiedykes,55.9472686,-3.178441,Outside Edinburgh
8602,Luckenbooths,55.949755,-3.191029,Old Town
8631,St Cuthbert's,55.9076063,-3.2536486,Pentlands
8632,Lochend Close,55.95196,-3.177949,Canongate
8633,Fountain Close,55.950351,-3.185122,Old Town
8640,Juniper Green,55.9030198,-3.2730931,Pentlands
8648,Fleshmarket,55.957466,-2.776753,Outside Edinburgh
8657,Buccleuch Place,55.9429,-3.1865,South Central
8658,Windmill Lane,55.9431,-3.1862,South Central
8659,Windmill Street,55.944,-3.1864,South Central
8660,Potterrow,55.9466,-3.1877,Old Town
8661,Horse Wynd,55.948336,-3.189064,Old Town
8662,Nicolson Street,55.9467,-3.1857,South Central
8664,St John's Hill,55.948765,-3.181871,Old Town
8666,Nicolson Square,55.9461,-3.1858,South Central
8670,Brighton Street,55.9464,-3.1892,Old Town
8671,Lauriston Place,55.9453,-3.191,Old Town
8674,Pilrig,55.9680589,-3.1817222,Leith
8675,George Square,55.943389,-3.189553,South Central
8677,Forrest Road,55.9454,-3.1909,Old Town
8678,Stevenlaw's Close,55.9489,-3.1881,Old Town
8685,Marshall Street,55.9458,-3.1866,South Central
8687,Ormiston,55.883972,-3.441387,Outside Edinburgh
8691,Tron Kirk,55.9498788,-3.1875276,Old Town
8692,The Meadows,55.9453058,-3.1909968,Old Town
8695,West Nicolson Street,55.9447,-3.185,South Central
8707,West Register Street,55.9536,-3.1906,New Town
8708,York Place,55.9563,-3.1902,New Town
8710,St Andrew Square,55.9537787,-3.1937825,New Town
